l1_cache.GetSResp_recv : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
l1_cache.GetXResp_recv : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 15966489; SumSQ.u64 = 15966489; Count.u64 = 15966489; Min.u64 = 1; Max.u64 = 1; 
l1_cache.FlushLineResp_recv : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
l1_cache.Inv_recv : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
l1_cache.ForceInv_recv : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
l1_cache.Fetch_recv : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
l1_cache.FetchInv_recv : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
l1_cache.FetchInvX_recv : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
l1_cache.NACK_recv : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
l1_cache.AckPut_recv : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
l1_cache.MSHR_occupancy : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 1509825622; SumSQ.u64 = 1509825622; Count.u64 = 3831785936; Min.u64 = 0; Max.u64 = 1; 
l1_cache.Bank_conflicts : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
memory.requests_received_GetS : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 10464362; SumSQ.u64 = 10464362; Count.u64 = 10464362; Min.u64 = 1; Max.u64 = 1; 
memory.requests_received_GetSX : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
memory.requests_received_GetX : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 5502127; SumSQ.u64 = 5502127; Count.u64 = 5502127; Min.u64 = 1; Max.u64 = 1; 
memory.requests_received_PutM : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 7238148; SumSQ.u64 = 7238148; Count.u64 = 7238148; Min.u64 = 1; Max.u64 = 1; 
memory.outstanding_requests : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 726581895; SumSQ.u64 = 1175347071; Count.u64 = 1275984716; Min.u64 = 0; Max.u64 = 2; 
memory.latency_GetS : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 327222070; SumSQ.u64 = 10234343306; Count.u64 = 10464362; Min.u64 = 31; Max.u64 = 32; 
memory.latency_GetSX : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
memory.latency_GetX : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 174977237; SumSQ.u64 = 5565455947; Count.u64 = 5502127; Min.u64 = 31; Max.u64 = 32; 
memory.latency_PutM : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 224382588; SumSQ.u64 = 6955860228; Count.u64 = 7238148; Min.u64 = 31; Max.u64 = 31; 
memory.cycles_with_issue : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 23204637; SumSQ.u64 = 23204637; Count.u64 = 23204637; Min.u64 = 1; Max.u64 = 1; 
memory.cycles_attempted_issue_but_rejected : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 0; SumSQ.u64 = 0; Count.u64 = 0; Min.u64 = 0; Max.u64 = 0; 
memory.total_cycles : Accumulator : SimTime = 1275984716688; Rank = 0; Sum.u64 = 1275984716; SumSQ.u64 = 1628136995465600656; Count.u64 = 1; Min.u64 = 1275984716; Max.u64 = 1275984716; 
